1929-11-16,W,SOLDIER FIELD,23,254,13,12,No Poll,No Poll,No Poll,121
1929-11-23,W,AWAY,23,165,26,6,No Poll,No Poll,No Poll,90
1929-11-30,W,YANKEE STADIUM,23,51,7,0,No Poll,No Poll,No Poll,10
1930-10-04,W,HOME,23,397,20,14,No Poll,No Poll,No Poll,115
1930-10-11,W,HOME,23,62,26,2,No Poll,No Poll,No Poll,83
1930-10-18,W,HOME,23,454,21,6,No Poll,No Poll,No Poll,21
1930-10-25,W,AWAY,23,297,35,19,No Poll,No Poll,No Poll,104
1930-11-01,W,HOME,23,241,27,0,No Poll,No Poll,No Poll,56
1930-11-08,W,AWAY,23,340,60,20,No Poll,No Poll,No Poll,102
1930-11-15,W,HOME,23,368,28,7,No Poll,No Poll,No Poll,38
1930-11-22,W,AWAY,23,165,14,0,No Poll,No Poll,No Poll,90
1930-11-29,W,SOLDIER FIELD,23,394,7,6,No Poll,No Poll,No Poll,10
1930-12-06,W,AWAY,23,254,27,0,No Poll,No Poll,No Poll,121
1931-10-03,W,AWAY,15,177,25,0,No Poll,No Poll,No Poll,56
1931-10-10,T,SOLDIER FIELD,15,165,0,0,No Poll,No Poll,No Poll,90
1931-10-17,W,HOME,15,368,63,0,No Poll,No Poll,No Poll,38
1931-10-24,W,HOME,15,297,25,12,No Poll,No Poll,No Poll,104
1931-10-31,W,AWAY,15,454,19,0,No Poll,No Poll,No Poll,21
1931-11-07,W,HOME,15,245,49,0,No Poll,No Poll,No Poll,102
1931-11-14,W,AWAY,15,406,20,0,No Poll,No Poll,No Poll,83
1931-11-21,L,HOME,15,254,14,16,No Poll,No Poll,No Poll,121
1931-11-28,L,YANKEE STADIUM,15,394,0,12,No Poll,No Poll,No Poll,10
1932-10-08,W,HOME,15,461,73,0,No Poll,No Poll,No Poll,49
1932-10-15,W,HOME,15,186,62,0,No Poll,No Poll,No Poll,38
1932-10-22,W,HOME,15,454,42,0,No Poll,No Poll,No Poll,21
1932-10-29,L,AWAY,15,297,0,12,No Poll,No Poll,No Poll,104
1932-11-05,W,AWAY,15,60,24,6,No Poll,No Poll,No Poll,62
1932-11-12,W,HOME,15,165,21,0,No Poll,No Poll,No Poll,90
1932-11-19,W,AWAY,15,406,12,0,No Poll,No Poll,No Poll,83
1932-11-26,W,YANKEE STADIUM,15,394,21,0,No Poll,No Poll,No Poll,10
1932-12-10,L,AWAY,15,254,0,13,No Poll,No Poll,No Poll,121
1933-10-07,T,HOME,15,33,0,0,No Poll,No Poll,No Poll,62
1933-10-14,W,AWAY,15,177,12,2,No Poll,No Poll,No Poll,56
1933-10-21,L,AWAY,15,253,0,7,No Poll,No Poll,No Poll,21
1933-10-28,L,HOME,15,297,0,14,No Poll,No Poll,No Poll,104
